Parameter_Ind,Parameter_Dep,pvalue,adj_r_squared
Sand,Tyrosine_Like,0.806489311110642,-0.0492241961845479
Sand,del15N,0.235410524806074,0.0244627874765857
Sand,C_N,0.254900505302012,0.01856291260055
Sand,N_percent,0.342928017135408,-0.00270080288652275
Sand,LiveCoral,0.011887579823829,0.251998543023414
Sand,DeadCoral,1.91562658217571e-7,0.755669135357319
Sand,Rubble,0.0702172619456957,0.118171178990171
Sand,dist_to_seep_m,0.00710384286516329,0.288176001880824
Sand,adj_CT_depth_cm,0.27572174565104,0.0128105932831764
Sand,meanRugosity,1.50151883857051e-6,0.738198652598373
dist_to_seep_m,Salinity,0.153346475794866,0.05713875863507
dist_to_seep_m,Temperature,0.0372909446065005,0.167177297359472
dist_to_seep_m,TA,0.130948724161157,0.0694103750480269
dist_to_seep_m,pH,0.17754592315428,0.0458381942963862
dist_to_seep_m,Phosphate_umolL,0.136565561764743,0.0661387636005181
dist_to_seep_m,Silicate_umolL,0.381221710614985,-0.00991468318447986
dist_to_seep_m,NN_umolL,0.499399241421346,-0.0270016063504974
dist_to_seep_m,Ammonia_umolL,0.683132956620615,-0.0431972216366727
dist_to_seep_m,M_C,0.969033014837063,-0.0525458624426494
dist_to_seep_m,HIX,0.222781541042313,0.028590237040253
dist_to_seep_m,VisibleHumidic_Like,0.107356063907899,0.0849333591551953
dist_to_seep_m,Tryptophan_Like,0.235034315037821,0.0245820969228031
dist_to_seep_m,Tyrosine_Like,0.959224958702093,-0.0524829160616136
dist_to_seep_m,del15N,0.546017024312694,-0.032103123514343
dist_to_seep_m,C_N,0.573589973565421,-0.0347714614913592
dist_to_seep_m,N_percent,0.525910039909205,-0.0299981333750037
dist_to_seep_m,LiveCoral,0.0297507066177848,0.184374021699471
dist_to_seep_m,DeadCoral,0.0907507812768515,0.0980945542464001
dist_to_seep_m,Rubble,0.124352204819164,0.0734425882931674
dist_to_seep_m,Sand,0.0071038428651633,0.288176001880824
dist_to_seep_m,adj_CT_depth_cm,0.724101446209758,-0.0455686411190477
dist_to_seep_m,meanRugosity,0.165904148211246,0.0573797670477766
adj_CT_depth_cm,Salinity,0.208562815757077,0.0335626905674818
adj_CT_depth_cm,Temperature,0.174006906349285,0.0473846600619773
adj_CT_depth_cm,TA,0.211096157134454,0.0326496952745907
adj_CT_depth_cm,pH,0.210338381139776,0.0329215157546956
adj_CT_depth_cm,Phosphate_umolL,0.160130202575273,0.0537899896845456
adj_CT_depth_cm,Silicate_umolL,0.00359120418807017,0.333979718004939
adj_CT_depth_cm,NN_umolL,0.0097696713653225,0.265944867002145
adj_CT_depth_cm,Ammonia_umolL,0.212464811232195,0.0321614749470811
adj_CT_depth_cm,M_C,0.407598149434023,-0.0143417312517602
adj_CT_depth_cm,HIX,0.939841194889546,-0.0523076709251658
adj_CT_depth_cm,VisibleHumidic_Like,0.998754438525304,-0.0526314403366315
adj_CT_depth_cm,Tryptophan_Like,0.236539399281902,0.024106075013627
adj_CT_depth_cm,Tyrosine_Like,0.401871594599807,-0.0134147541494647
adj_CT_depth_cm,del15N,0.063550338222433,0.125958171518932
adj_CT_depth_cm,C_N,0.0347973816331649,0.17246560079195
adj_CT_depth_cm,N_percent,0.0211119488503346,0.210101434803321
adj_CT_depth_cm,LiveCoral,0.158281772279103,0.0546874137571317
adj_CT_depth_cm,DeadCoral,0.0218700657877469,0.207478306844822
adj_CT_depth_cm,Rubble,0.915509423714892,-0.0519915814382415
adj_CT_depth_cm,Sand,0.27572174565104,0.0128105932831765
adj_CT_depth_cm,dist_to_seep_m,0.724101446209758,-0.0455686411190477
adj_CT_depth_cm,meanRugosity,0.00735146739686857,0.314511174981903
meanRugosity,Salinity,0.695224234503442,-0.0490244060031955
meanRugosity,Temperature,0.500079916733679,-0.0300540981319475
meanRugosity,TA,0.857101220540652,-0.0567458780507732
meanRugosity,pH,0.477218550489995,-0.0269115841225309
meanRugosity,Phosphate_umolL,0.168311263251972,0.0561434806340267
meanRugosity,Silicate_umolL,3.49150422800842e-4,0.511259990494178
meanRugosity,NN_umolL,0.0135858172720832,0.267647552587253
meanRugosity,Ammonia_umolL,0.19089776677471,0.0453823280257546
meanRugosity,M_C,0.400270812637063,-0.0144059082680827
meanRugosity,HIX,0.963432344406021,-0.0586887165708931
meanRugosity,VisibleHumidic_Like,0.877527963606856,-0.0573013951839505
meanRugosity,Tryptophan_Like,0.865104765344296,-0.0569740816964357
meanRugosity,Tyrosine_Like,0.949126217279145,-0.0585624431714706
meanRugosity,del15N,0.404050425546459,-0.015098785242901
meanRugosity,C_N,0.785895736523926,-0.0541010959082051
meanRugosity,N_percent,0.641697684777295,-0.0450261455711367
meanRugosity,LiveCoral,0.155878330869543,0.0627398895438191
meanRugosity,DeadCoral,1.63026533825707e-5,0.655334806212546
meanRugosity,Rubble,0.474922137705703,-0.0265827313932172
meanRugosity,Sand,1.50151883857051e-6,0.738198652598373
meanRugosity,dist_to_seep_m,0.165904148211246,0.0573797670477763
meanRugosity,adj_CT_depth_cm,0.0073514673968686,0.314511174981903
meanRugosity,spRichness,0.00639122350012249,0.324854221663613
